,Ballot Submission,,,,,,,,,,,,,,,,,Triage & Committee Resolution,,,,,,,,,,,,,,,,,Ballot Comment Tracking,,,,,,,,,
53,FMG,,1.6.2,,,,ImplementationGuide,,http://hl7.org/fhir/uv/genomics-reporting/somatics.html,NEG,Clarification,,"Figure 1: Somatic Impacts, Table: Somatic Predictive Impact",,"The profile includes ""predictive impact"". Need to clarifiy what that does beyond prognoses and also clarify where/how drug implications are conveyed. Why can't these be integrated with pharmacogenomics?",Clarification needed for predictive impact beyond prognoses,,,,,,,,,,,,,,,,,,,Clem McDonald ,National Library of Medicine ,,,,,,,,
54,FMG,,1.10,,,,ImplementationGuide,,http://hl7.org/fhir/uv/genomics-reporting/cgapps.html,NEG,Clarification,,General comments on Appendix 1.10,,"It is a lot and worry that is uses STU2 or STU3. As part of STU4 IG, it might confuse implementors if the mismatch is not highlighted. It should cite the paper by Jeremy Warner.",Overall comments on Appendix B,,,,,,,,,,,,,,,,,,,Clem McDonald ,National Library of Medicine ,,,,,,,,
55,FMG,,1.4,,,,ImplementationGuide,,http://hl7.org/fhir/uv/genomics-reporting/cytogenomics.html,NEG,Enhancement,,General comments on 1.4 Cytogeomic Reporting,,"Negative about this one. The cytogenetics emphasis because 1) it does not completely cover the existing V2 2) Most important cytogentics content (including deletions, duplications) can be fully and simply reported with ISCN and that is what everone uses 3) Q band etc is rarely used 4) we have no cytogentic experts on board",Overall comments on 1.4 Cytogenomic Reporting,,,,,,,,,,,,,,,,,,,Clem McDonald ,National Library of Medicine ,,,,,,,,
56,FMG,,1.5.1,,,,ImplementationGuide,,http://hl7.org/fhir/uv/genomics-reporting/pharmacogenomics.html,NEG,Enhancement,,General comments on 1.5.1 General Guidance,,We should explore integrating the somatic specialization into a more general version pharmacogenomics. ,Specialization for somatic variant might not be necessary,,,,,,,,,,,,,,,,,,,Clem McDonald ,National Library of Medicine ,,,,,,,,
57,FMG,,1.5.3,,,,ImplementationGuide,,http://hl7.org/fhir/uv/genomics-reporting/pharmacogenomics.html,NEG,Correction,,1.5.3 Figure (no figure number),,These figures are not consistent with the attributes and objects described elsewhere. Should be removed or reworded.,Inconsistent figures with attributes/objects described elsewhere,,,,,,,,,,,,,,,,,,,Clem McDonald ,National Library of Medicine ,,,,,,,,
58,FMG,,1.9,,,,ImplementationGuide,,http://hl7.org/fhir/uv/genomics-reporting/v2.html,NEG,Enhancement,,,,All of the publically available external coding systems mentioned in LRI chapter 14.1 (and in this FHIR guide) are available for exploration (autocomplete lookups) from the Lister Hill Clinical Table search browser (see figure 1 below). Most can also be downloaded and/or accessed as autocomplete lookups from any software. This source is updated monthly.,Use of publically available external coding systems and autocomplete lookup tables,,,,,,,,,,,,,,,,,,,Clem McDonald ,National Library of Medicine ,,,,,,,,
59,FMG,,3.1,,,,ImplementationGuide,usecases,http://hl7.org/fhir/uv/genomics-reporting/usecases.html,NEG,Correction,,Pediatric testing,,Why is this singled out? Age is part of the patient resources and would remain,Singling out age when it is already part of Patient resource,,,,,,,,,,,,,,,,,,,Clem McDonald ,National Library of Medicine ,,,,,,,,
60,FMG,,3.1,,,,ImplementationGuide,usecases,http://hl7.org/fhir/uv/genomics-reporting/usecases.html,NEG,Correction,,Infectious Disease testing,,This is misleading. Most DNA testing on organisms is reported in very simple terms eg. Herpes simplex virus. The full power of this spec would only be used when total sequences are reported - which does happen with viruses. Would either remove or explain the reality. ,Misleading text on full sequence testing on viruses - need to clarify reality,,,,,,,,,,,,,,,,,,,Clem McDonald ,National Library of Medicine ,,,,,,,,
61,FMG,,3.2.1,,,,ImplementationGuide,usecases,http://hl7.org/fhir/uv/genomics-reporting/usecases.html,NEG,Clarification,,,,Maybe should qualify with privacy constraints that forbid each cross checking without consent.,Clarify privacy constraints that forbid cross checking without consent,,,,,,,,,,,,,,,,,,,Clem McDonald ,National Library of Medicine ,,,,,,,,
62,FMG,,Scope,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/index.html,A-S,,,paradigm-independent,transmission protocol-independent,"I would keep the term 'paradigm' to substantive issues in clinical genomics. Nevertheless, the ‘paradigm’ (per the Existing Wording) of document as described in the HL7 CDA spec is about context and wholeness of all data sets included in an attested document - principles that are neither endorsed by FHIR Composition nor can be enforced by the technical structure due to the nature of references to data sets  from the document sections.",transport and document paradigm,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
63,FMG,,Scope,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/index.html,A-S,,,non-catalogued variations,,"In past spec developments, we used 'de novo genetic variations', which is more commonly used.",de novo genetic variations,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
64,FMG,,Scope,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/index.html,A-T,,,"The implementation guide is also paradigm-independent - the data structures presented here could be used in RESTful, messaging, documents or other mechanisms",delete,This sentence is already included in a previous paragraph.,typo,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
65,FMG,,Guiding Principles,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/index.html,NEG,,,"It avoids pre-coordinating the type of variant, medication or other information into the Observation.code as this makes it easier to leverage industry standard terminologies for genetic information (e.g. HGVS) and avoids needing to duplicate this information into observation coding systems such as LOINC.",,"In principle, avoiding pre-coordination is crucial to the usability of our specification for analytics. Pre-coordinating a bio-marker into an observation.code is perhaps the extreme case. But also, including observation components holding information pertaining to the observation.value is also a type of pre-coordination, which should be avoided as well, for example, interpretation, relevance, or any type of downstream analysis. HGVS is different in that it’s a notation rather than terminology but still - an HGVS should be post-coordinated in order to disambiguate the genomic information in an HGVS expression, as well as separate its clinical aspects in a post-coordination fashion. ",pre-coordination,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
66,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,NEG,,,Genetics Diagnostic Report,Genomics Report,"As proposed in my FHIR Genomics STU3 ballot comments, not all genomics tests, assays, etc. are done for the direct purpose of diagnostics, e.g., in clinical research and translational medicine or carrier testing and tissue typing. Furthermore, it could be beneficial if the CG DAM and this IG (or any other CG specs) will include more clarity on the differences between genetics and genomics, e.g., the former is typically focused on limited numbers of genes and heredity while the latter is more focused on the entire genome and its analysis for identifying any scale of genome-related phenomena that might be affecting the individual’s health and disorders.",genomics vs. genetics and expanding diagnostic,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
67,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,NEG,,,The information found is expressed as FHIR Observations.,,"The FHIR Observation resource is used to represent a mixed-bag of information types, a few of which don’t fit the main purpose of observation, e.g., predicted impact. The latter is not an observation rather a result of some biomedical advanced analysis. FHIR observation is defined as “Measurements and simple assertions” – an interpretation of genomics observations is definitely not a measurement and not simple assertion by all means. Also, the Observation resource has an ‘interpretation’ attribute, which adds to the confusion (the latter is for simple interpretations such as abnormal level of glucose level).",The use of Observation,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
68,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,NEG,,,“interpretation” and “impact”,,"The distinction between the terms “interpretation” and “impact” is unclear in my mind. In essence, there are genomic observations made and then get analyzed. The types of analysis HL7 Clinical Genomics should be focusing on are those beyond the initial analysis (e.g., variant calling), and can be roughly called ‘phenotype’. The latter can be an umbrella to all kinds of terms like interpretation, assessment, significance, relevance, impact, annotation, etc. But these terms must be well defined in a mini-ontology with the understanding that they’re all the result of some downstream analysis as aforementioned. This has been described in past efforts of the CG group, e.g., in the ‘Clinical Genomics Statement’ – a specialization of the HL7 Clinical Statement model, which was used in our v3 and CDA specs.",phenotype ontology,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
69,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,NEG,,,generally expressed based on the question asked,,"Interpretation is defined as “generally expressed based on the question asked” while impact is described for example as ""Patient may have increased susceptibility to heart attacks"", however, the latter may well be a question asked prior to testing and if so, what’s the real difference between the two terms?",Interpretation vs. impact,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
70,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,NEG,,,"[[phenotypic assertions]]
genetic assertions",,"These two phrases are placed in various logic levels of the text flow, however, they do represent in my mind the backbone of our specifications, i.e. the so-called gen-phen association. Therefore, this backbone should also be the main organizer of the specs and its documentation.",phenotypic and genetic assertions,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
71,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,NEG,,,"Various Observations including vital signs, lab information, assessments, genetic information, etc. result in different risk assessment. This resource captures predicted outcomes for a patient or population on the basis of source information. These are covered by DiagnosticReport risk which provides a link to an assessment of prognosis or risk as informed by the diagnostic results (For example, genetic results and possibly by patient genetic family history information). This extension is used to when need RiskAssessment as an alternate choice for Observation.hasMember or DiagnosticReport.result.",,"This is a verbatim quote from the FHIR DiagnosticReport risk extension and should be titled in this way. Indeed, I think that any risk assessment results should be represented using this extension and not via the other phenotype placeholders like interpretation, impact, etc.",risk assessment,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
72,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,NEG,,,"Any organization of observations into panels or sub-panels is purely for navigation and presentation purposes. It carries no additional ""meaning"". Each observation can be interpreted on its own without knowing the associated panel or sub-panel. The organization of observations in panels does not assert any relationship between observations.",,"In reports aggregating results of panels done in stepwise approach where each step (e.g., a no. of genees tested) is decided based on the results of the previous step, this comment that could lead to context loss, might be problematic.",reflex panels,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
73,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,A-S,,,finding,,"The term ‘finding’ is ambiguous in general and even more so within the context of genetics. This comment is described in detail within separate ballot comments, enclosed below in short for convenience. The term finding in the DiagnosticReport genetics profile appears in the UML diagrams from the beginning of the IG but is not defined until section “1.2.3 Genetic Findings” where it’s described as “the fine and coarse-grained descriptions of a specimen's genetic characteristics”. However, this description means that genetics findings are in fact the genetics observations referred from this profile. So why introduce a new term if it’s identical to observation? On the other hand, in some texts like “For example, an interpretation asserting that ‘deletions or duplications were found’ might be supported by observations of variants that contain deletions and/or duplications”, it’s unclear what’s the real difference between interpretation and observation, let alone finding. Therefore, aligned with the general comment summarized below, it is proposed that genetics findings are what is assigned to the DiagnosticReport conclusion and codedDiagnosis attributes (whose names are proposed in the general ballot comment to be replaced with finding and codedFinding respectively).

General comment on finding (short version of MAY2018 ballot comment on DiagnosticReport): The term ‘finding’ is ambiguous across FHIR resources, in particular as described /mentioned in the FHIR Observation, DiagnosticReport and Condition resources. For example, the DiagnosticReport description starts with “The findings and interpretation of diagnostic tests” but it’s unclear whether findings refer to the referenced result observations or to the codedDiagnosis (in which the included term ‘diagnosis’ seems more advanced along the clinical methodology than just finding). The Condition resource description has one example that equates finding with diagnosis however it’s mostly about capturing problems, disorders/disease, etc. In Observation, finding is mentioned in one of the code/value pair patterns. In SNOMED CT, there are two top-level hierarchies of ‘Clinical finding’ and ‘Observable Entity’ and a few attributes of the aforementioned resources are bound to those hierarchies, but not always aligned with the resource main scope. It is proposed to have DiagnosticReport as the main placeholder for findings and rename its conclusion attributes. For more detail, see the full ballot comment.",genetic finding,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
74,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,NEG,,,"Genetic Interpretations can be ""derived from"" Genetic Assertions.
Genetic Impacts MUST be ""derived from"" Genetic Assertions. ",,"I believe that any phenotype analysis of genomics observation should be explicitly associated with the observations based on which the analysis was done, whether it’s called interpretation, impact, etc. The pragmatic level of requirement is SHOULD even though I agree with MUST but think that in reality it will be hard for implementers to actually realize this kind of associations, and thus this profile might set up a too high bar of compliance, at least for initial effrots (which seems to be always the case in genomics... :-). 
Note that the general approach implied from those bullet points is similar in principle to the design principle of CG v3 and CDA specs, through the Clinical Genomics Statement model.",can and must or should?,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
75,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,A-S,,,Figure 5: Genetic Findings,,"“Figure 5: Genetic Findings” nicely presents the relations between the genotype, haplotype and variation concepts. 
The second ‘line’ of the diagram presents the fact that structured data can be derived from more ‘descriptive’, possibly free text data. However, isn’t that a basic principle of standardization, that is, the structuring of data from unstructured formats? What is unique in genetics with regard to structuring data in general?
As for cytogenetics, it’s separated from descriptive and computable findings, but in fact such data sets are probably subject to the same process of structuring, going from more descriptive to more computable – so why separate out at this connceptual level of modeling?",from descriptive to computable,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
76,FMG,,General Genomic Reporting,,,,,Clinical Genomics Reporting 2018may,http://hl7.org/fhir/uv/genomics-reporting/general.html,NEG,,,1.2.4 Genetic Interpretations /  overall interpretation,,"As described in my ballot comments on previous versions of FHIR Genomics, I suggest the following framework: A document structure (profile of FHIR Composition) consists of a ‘genomics study’, namely – a study of some question or by some reason, which includes several  tests/assays (see the example of hearing loss study in the aforementioned ballot comments). 
Each of these study tests is represented by a genetics diagnostic report profile where its conclusion/codedDiagnosis represent the interpretation of that test. 
Then, at the study document level, the notion of overall interpretation as mentioned in this section of the balloted spec, should be used in a summary section of that document, while explicitly associating it with those tests based which the overall interpretation was reasoned (could be a subset of the tests done).",a document layer with overall interpretation,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
77,FMG,,1.2,,,,ImplementationGuide,,http://hl7.org/fhir/uv/genomics-reporting/general.html,NEG,Clarification,,"1.2.4 Genetic Interpretations /  ""Genetic Analysis Overall Coded Interpretation"" and ""Deletion Duplication Overall Interpretation""",,"I think that the distinction between the two types of ‘overall interpretation’ is rather fuzzy, at least from information modeling perspective (see the previous comment for more feeddback on the concept of ‘overall interpretation’).",types of overall interpretation,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
78,FMG,,1.2,,,,ImplementationGuide,,http://hl7.org/fhir/uv/genomics-reporting/general.html,A-S,Clarification,,"At present, impacts are noted as explicit observations about the patient/subject. However, it's not clear this is the correct approach. The work group is evaluating introducing a new resource that allows conveying ""knowledge"" about a variant in a patient-independent way. This would allow saying ""this variant is associated with an increase risk of cardiovascular disease"" rather than ""based on this variant, the patient is at an increased risk of cardiovascular disease"", which isn't necessarily a determination the reporting organization may wish to assert. Feedback is welcome.",,"This is an area we’ve discussed in the course of developing the CG v3 specs. Consider for example the information included in a paper curated in the following OMIM Entry: 

“Despite the dramatic responses to EGFR inhibitors in patients with non-small cell lung cancer, most patients ultimately have a relapse. {12:Kobayashi et al. (2005)} reported a patient with EGFR-mutant, Gefitinib-responsive, advanced non-small cell lung cancer who had a relapse after 2 years of complete remission during treatment with Gefitinib. The DNA sequence of the EGFR gene in his tumor biopsy specimen at relapse revealed the presence of a second mutation ({131550.0006}). Structural modeling and biochemical studies showed that this second mutation led to the Gefitinib resistance.”

At the time when the “second mutation” was revealed, there’s a basis to assert that the first mutation led to the situation of the patient being Gefitinib-responsive. At this point in time, what should be the nature of the association of the first versus the second mutation to the responsiveness to Gefitinib? I would argue the first association is sort of retrospective and can be asserted with more certainty to that specific patient, while the second association could be seen as linking to knowledge.

These issues should be discussed in a broader sense, that is, broader than genetic testing scenarios, rather - the future state of a longitudinal health record of the patient where we expect the ‘dots to be connected’ as much as possible, surfacing up insights from a broader perspective along the various dimensions of time, content and types of data.",knowledge representation,Yes,,,,,,,,,,,,,,,,,,Amnon Shabo (Shvo) ,Philips ,,,,,,,,
79,FMG,,,,,,,,,A-T,,16079,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
80,FMG,,,,,,,,,A-Q,,16079,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
81,FMG,,,,,,,,,NEG,,16467,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
82,FMG,,,,,,,,,A-T,,16471,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
83,FMG,,,,,,,,,NEG,,16472,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
84,FMG,,,,,,,,,A-T,,16477,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
85,FMG,,,,,,,,,NEG,,16489,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
86,FMG,,,,,,,,,NEG,,16492,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
87,FMG,,,,,,,,,NEG,,16496,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
88,FMG,,,,,,,,,A-Q,,16503,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
89,FMG,,,,,,,,,NEG,,16506,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
90,FMG,,,,,,,,,NEG,,16508,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
91,FMG,,,,,,,,,NEG,,16509,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
92,FMG,,,,,,,,,NEG,,16510,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
93,FMG,,,,,,,,,A-S,,16512,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
94,FMG,,,,,,,,,A-S,,16194,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
95,FMG,,,,,,,,,A-S,,16513,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
96,FMG,,,,,,,,,A-S,,16514,,,,,,,,,,,,,,,,,,,,,,,Bob Milius ,National Marrow Donor Program ,,,,,,,,
97,FMG,,,,,,,,,A-S,,16246,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
98,FMG,,,,,,,,,A-Q,,16247,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
99,FMG,,,,,,,,,A-Q,,16248,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
100,FMG,,,,,,,,,A-C,,16249,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
101,FMG,,,,,,,,,A-C,,16250,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
102,FMG,,,,,,,,,A-C,,16251,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
103,FMG,,,,,,,,,NEG,,16252,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
104,FMG,,,,,,,,,A-S,,16253,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
105,FMG,,,,,,,,,A-Q,,16254,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
106,FMG,,,,,,,,,A-S,,16255,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
107,FMG,,,,,,,,,A-S,,16256,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
108,FMG,,,,,,,,,A-T,,16257,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
109,FMG,,,,,,,,,NEG,,16258,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
110,FMG,,,,,,,,,A-S,,16259,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
111,FMG,,,,,,,,,A-S,,16260,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
112,FMG,,,,,,,,,A-C,,16261,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
113,FMG,,,,,,,,,A-C,,16262,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
114,FMG,,,,,,,,,A-C,,16263,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
115,FMG,,,,,,,,,A-S,,16264,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
116,FMG,,,,,,,,,A-C,,16265,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
117,FMG,,,,,,,,,A-C,,16266,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
118,FMG,,,,,,,,,NEG,,16267,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
119,FMG,,,,,,,,,A-T,,16268,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
120,FMG,,,,,,,,,A-C,,16269,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
121,FMG,,,,,,,,,A-C,,16270,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
122,FMG,,,,,,,,,A-C,,16271,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
123,FMG,,,,,,,,,A-C,,16272,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
124,FMG,,,,,,,,,A-Q,,16273,,,,,,,,,,,,,,,,,,,,,,,Bob Dolin ,Elimu Informatics ,,,,,,,,
125,FMG,,,,,,,,,NEG,,16075,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
126,FMG,,,,,,,,,A-Q,,16080,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
127,FMG,,,,,,,,,A-Q,,16081,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
128,FMG,,,,,,,,,A-Q,,16082,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
129,FMG,,,,,,,,,A-S,,16085,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
130,FMG,,,,,,,,,A-S,,16086,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
131,FMG,,,,,,,,,A-T,,16088,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
132,FMG,,,,,,,,,A-S,,16105,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
133,FMG,,,,,,,,,NEG,,16106,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
134,FMG,,,,,,,,,A-C,,16107,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
135,FMG,,,,,,,,,A-C,,16108,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
136,FMG,,,,,,,,,A-T,,16109,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
137,FMG,,,,,,,,,A-C,,16110,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
138,FMG,,,,,,,,,A-S,,16111,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
139,FMG,,,,,,,,,A-S,,16112,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
140,FMG,,,,,,,,,A-S,,16113,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
141,FMG,,,,,,,,,NEG,,16173,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
142,FMG,,,,,,,,,A-S,,16174,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
143,FMG,,,,,,,,,A-S,,16175,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
144,FMG,,,,,,,,,A-S,,16177,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
145,FMG,,,,,,,,,NEG,,16180,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
146,FMG,,,,,,,,,A-Q,,16182,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
147,FMG,,,,,,,,,A-S,,16183,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
148,FMG,,,,,,,,,NEG,,16184,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
149,FMG,,,,,,,,,NEG,,16233,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
150,FMG,,,,,,,,,NEG,,16239,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
151,FMG,,,,,,,,,A-S,,16240,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
152,FMG,,,,,,,,,A-T,,16241,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
153,FMG,,,,,,,,,A-C,,16242,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
154,FMG,,,,,,,,,NEG,,16244,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
155,FMG,,,,,,,,,A-S,,16303,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
156,FMG,,,,,,,,,A-S,,14349,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
157,FMG,,,,,,,,,A-S,,15885,,,,,,,,,,,,,,,,,,,,,,,KEVIN POWER ,CERNER ,,,,,,,,
